name_ar,name_en,gender,religion,role,frequency_class,corpus_share_pct,slot1_pct,slot2_pct,slot3_pct,slot4_pct,slot5_pct,slot6_pct,slot7_pct,slot8_pct,tashkeel,meaning_ar,meaning_en,ar_variants,en_variants,data_version
عاطف,Atef,m,n,g,c,0.173439,3.32,76.22,18.23,2.08,0.14,0.02,0.0,0.0,عَاطِف,العاطف؛ الرؤوف الشفوق,Affectionate; compassionate,عاطف,Atef|Atif,v0.1.x
إيمان,Iman,f,m,g,c,0.173321,99.91,0.07,0.02,0.0,0.0,0.0,0.0,0.0,إِيمَان,الإيمان؛ التصديق,Faith; belief,إيمان|أيمان|ايمان,Iman|Eman|Imaan,v0.1.x
إسراء,Esraa,f,m,g,c,0.170368,99.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,إِسْرَاء,الإسراء؛ السير ليلًا (سورة الإسراء),Night journey (Qur'anic,إسراء|أسراء|اسراء,Esraa|Israa|Isra,v0.1.x
آلاء,Alaa,f,m,g,c,0.167107,99.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,آلَاء,الآلاء؛ النِّعم,Blessings; bounties,آلاء|ءالاء|آلآء|ألآء|ألاء|الآء|الأء|الاء,Alaa|Aalaa|Ala'a,v0.1.x
سامي,Sami,m,n,g,c,0.166335,4.67,64.84,23.64,6.32,0.36,0.14,0.02,0.01,سَامِي,السامي؛ الرفيع,Elevated; lofty,سامي|سامى,Sami|Sammy|Samee,v0.1.x
نور,Nour,n,n,g,c,0.165491,89.77,4.18,1.67,1.79,1.83,0.71,0.04,0.0,نُور,النور؛ الضوء,Light,نور,Nour|Noor|Nur,v0.1.x
عبدالرازق,Abdelrazek,m,m,g,c,0.164628,1.38,10.22,35.58,36.76,14.94,1.06,0.07,0.0,عَبْدُالرَّازِق,عبد الرازق/الرزاق (الرزاق من أسماء الله),Servant of the Provider,عبدالرازق|عبداالرازق,Abdelrazek|Abdelrazik|Abdulrazaq|Abd al-Raziq,v0.1.x
مرسي,Morsi,m,n,g,c,0.162993,0.27,5.01,15.5,38.58,38.21,2.34,0.08,0.01,مُرْسِي,منسوب إلى المرسى,Of the anchorage/port,مرسي|مرسى|مرسىى,Morsi|Mursi|Morsy,v0.1.x
عبدالهادي,Abdelhady,m,m,g,c,0.162248,2.05,11.87,30.64,37.2,17.06,1.14,0.03,0.0,عَبْدُالْهَادِي,عبد الهادي (الهادي من أسماء الله),Servant of the Guide,عبدالهادي|عبداالهادى|عبدالهادى,Abdelhady|Abdelhadi|Abdulhadi|Abd al-Hadi,v0.1.x
فؤاد,Fouad,m,n,g,c,0.160304,4.1,13.15,57.52,22.74,2.15,0.29,0.03,0.01,فُؤَاد,الفؤاد؛ القلب,Heart; innermost heart,فؤاد|فؤااد|فواد|فواذ,Fouad|Fuad,v0.1.x
سامح,Sameh,m,n,g,c,0.159423,5.28,93.11,1.37,0.22,0.02,0.0,0.0,0.0,سَامِح,المتسامح؛ الصفوح,Forgiving; tolerant,سامح,Sameh|Samih,v0.1.x
زكي,Zaky,m,n,g,c,0.157234,0.36,6.67,29.31,56.25,6.53,0.78,0.06,0.03,زَكِي,الزكي؛ الطاهر النقي,Pure; virtuous,زكي|زكى,Zaky|Zaki,v0.1.x
تامر,Tamer,m,n,g,c,0.155072,2.86,94.1,1.63,1.27,0.12,0.03,0.0,0.0,تَامِر,حامل التمر / التامري (معنى لغوي تقليدي),Date merchant/bearer (traditional sense,تامر,Tamer|Tamir,v0.1.x
توفيق,Tawfik,m,n,g,c,0.1544,1.69,8.02,32.05,50.01,7.32,0.81,0.08,0.04,تَوْفِيق,التوفيق؛ السداد,Success; divine guidance to success,توفيق|توفبق,Tawfik|Tawfiq|Toufik,v0.1.x
عبدالجواد,Abdelgawad,m,m,g,c,0.153255,0.65,7.92,24.12,45.35,20.71,1.19,0.05,0.0,عَبْدُالْجَوَّاد,عبد الجواد (الجواد من صفات الله),Servant of the Generous,عبدالجواد|عبدالحواد,Abdelgawad|Abduljawad|Abd al-Jawad,v0.1.x
جابر,Gaber,m,n,g,c,0.152456,1.72,23.11,50.41,18.83,5.31,0.61,0.01,0.01,جَابِر,الجابر؛ مُصلح الكسر,Restorer; one who mends,جابر,Gaber|Jaber,v0.1.x
إيهاب,Ehab,m,m,g,c,0.152392,7.64,91.45,0.84,0.07,0.0,0.0,0.0,0.0,إِيهَاب,الإيهاب؛ الوهب والعطاء,Bestowal; gift,إيهاب|أيهاب|اهاب|ايهاب|ايھاب,Ehab|Ihab,v0.1.x
ربيع,Rabie,m,m,g,c,0.144017,2.11,44.38,35.09,11.31,5.58,1.41,0.12,0.0,رَبِيع,فصل الربيع؛ الخضرة,Spring (season,ربيع,Rabie|Rabea|Rabi,v0.1.x
إسلام,Islam,m,m,g,c,0.143781,63.96,34.84,0.81,0.25,0.11,0.02,0.0,0.0,إِسْلَام,الإسلام؛ الدين والاستسلام لله,Islam; submission to God,إسلام|آسلام|أسلام|اسلام,Islam,v0.1.x
عبدالنبي,Abdelnaby,m,m,g,c,0.143,0.08,19.66,39.43,25.55,13.87,1.36,0.04,0.0,عَبْدُالنَّبِي,عبد النبي؛ خادم النبي,Servant of the Prophet,عبدالنبي|عبداالنبى|عبدالنبى|عبدالنيى,Abdelnaby|Abdelnabi|Abdulnabi|Abd al-Nabi,v0.1.x
رزق,Rezk,m,n,g,c,0.142728,1.03,14.66,26.35,29.4,25.25,3.2,0.1,0.01,رِزْق,الرزق؛ العطاء والمعاش,Sustenance; provision,رزق,Rezk|Rizk|Rizq,v0.1.x
فاروق,Farouk,m,m,g,c,0.140974,5.01,7.24,83.65,3.99,0.09,0.02,0.01,0.0,فَارُوق,الفاروق؛ الذي يفرّق بين الحق والباطل,One who distinguishes truth from falsehood,فاروق|فارؤق|فارورق|فاورق,Farouk|Farooq|Faruq,v0.1.x
صبحي,Sobhy,m,n,g,c,0.139721,1.83,35.7,53.05,8.3,0.9,0.2,0.01,0.0,صُبْحِي,منسوب إلى الصباح,Related to morning,صبحي|صبحى,Sobhy|Sobhi|Subhi,v0.1.x
حسام,Hossam,m,n,g,c,0.138985,30.46,68.51,0.93,0.09,0.01,0.01,0.0,0.0,حُسَام,الحسام؛ السيف القاطع,Sharp sword,حسام,Hossam|Hussam|Husam,v0.1.x
ناصر,Nasser,m,m,g,c,0.136524,2.81,83.77,5.33,2.71,4.48,0.86,0.03,0.0,نَاصِر,الناصر؛ المؤيِّد,Helper; victor,ناصر,Nasser|Nasir,v0.1.x
عيسى,Issa,m,n,g,c,0.135461,1.96,9.5,18.36,27.23,35.97,6.67,0.29,0.01,عِيسَى,اسم علم توراتي/قرآني للنبي عيسى,Jesus; the Biblical/Qur'anic prophet's name,عيسى|عيسىى|عيسي|عيىسى,Issa|Isa|Eissa,v0.1.x
نورهان,Nourhan,f,n,g,c,0.13527,99.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,نُورْهَان,نور + هان (مركب فارسي/تركي شائع بمعنى نور السعادة تقريبًا),Compound name: light + happiness (Persian/Turkic onomastic,نورهان,Nourhan|Norhan|Nurhan,v0.1.x
نصر,Nasr,m,n,g,c,0.13458,1.82,30.01,23.31,22.44,19.11,3.17,0.14,0.0,نَصْر,النصر؛ الظفر,Victory,نصر,Nasr,v0.1.x
صبري,Sabry,m,n,g,c,0.133681,3.32,49.02,37.15,8.96,1.22,0.29,0.03,0.0,صَبْرِي,منسوب إلى الصبر,Related to patience,صبري|صبرى,Sabry|Sabri,v0.1.x
حمادة,Hamada,m,n,g,c,0.131564,4.34,75.94,7.78,4.94,5.67,1.21,0.1,0.02,حَمَادَة,تصغير/نسبة إلى حماد؛ كثير الحمد,Related to Hammad; much-praising,حمادة|حماده,Hamada|Hammada,v0.1.x
سما,Sama,f,n,g,c,0.131519,99.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,سَمَا,السماء,Sky; heaven,سما,Sama,v0.1.x
سليم,Selim,m,m,g,c,0.131092,2.76,6.85,17.27,31.66,35.57,5.58,0.28,0.01,سَلِيم,السليم؛ الصحيح السالم,Sound; unimpaired,سليم,Selim|Salim|Saleem,v0.1.x
ياسين,Yassin,m,m,g,c,0.128521,54.58,7.29,12.92,16.65,7.42,1.05,0.08,0.0,يَاسِين,ياسين؛ من فواتح السور القرآنية,Ya-Sin; Qur'anic chapter name used as a given name,ياسين|يسن|يسين,Yassin|Yasin|Yaseen,v0.1.x
خليفة,Khalifa,m,m,g,c,0.126041,0.59,8.76,22.66,31.08,31.89,4.81,0.21,0.01,خَلِيفَة,الخليفة؛ المستخلَف,Successor; caliph,خليفة|خليفه,Khalifa|Khalifah,v0.1.x
نبيل,Nabil,m,n,g,c,0.12596,4.32,59.56,31.9,4.11,0.09,0.01,0.01,0.0,نَبِيل,النبيل؛ الشريف,Noble,نبيل,Nabil|Nabeel,v0.1.x
فهمي,Fahmy,m,n,g,c,0.124842,1.09,7.02,38.13,46.22,6.04,1.22,0.23,0.04,فَهْمِي,منسوب إلى الفهم؛ الفهيم,Related to understanding,فهمي|فهمى,Fahmy|Fahmi,v0.1.x
حلمي,Helmy,m,n,g,c,0.12338,2.74,13.77,57.38,21.98,3.35,0.71,0.07,0.01,حِلْمِي,منسوب إلى الحِلم؛ الحليم,Related to forbearance,حلمي|حلمى,Helmy|Hilmi,v0.1.x
أنور,Anwar,m,m,g,c,0.123244,2.64,31.8,46.91,16.38,1.98,0.25,0.04,0.01,أَنْوَر,الأنور؛ الأكثر نورًا,More luminous; brighter,أنور|انور,Anwar,v0.1.x
ممدوح,Mamdouh,m,n,g,c,0.122208,4.47,70.15,23.08,2.19,0.1,0.01,0.0,0.0,مَمْدُوح,الممدوح؛ الذي يُمدَح,Praised,ممدوح,Mamdouh|Mamduh,v0.1.x
هنا,Hana,f,n,g,c,0.121254,99.81,0.0,0.0,0.0,0.11,0.07,0.01,0.0,هُنَا,الهناء؛ السعادة,Happiness; bliss,هنا,Hana|Hanaa,v0.1.x
حسني,Hosny,m,n,g,c,0.120083,2.98,31.2,52.09,11.47,1.85,0.35,0.03,0.02,حُسْنِي,منسوب إلى الحُسن,Related to beauty/goodness,حسني|حسنى,Hosny|Hosni|Husni,v0.1.x
عبدالعاطي,Abdelaty,m,m,g,c,0.119638,0.77,9.32,36.69,38.39,13.77,1.02,0.02,0.0,عَبْدُالْعَاطِي,عبد العاطي (العاطي من صفات الله: المعطي),Servant of the Giver,عبدالعاطي|عبالعاطى|عبدالعاطى|عبدالعطى,Abdelaty|Abdelati|Abdulati|Abd al-Ati,v0.1.x
عبدالكريم,Abdelkarim,m,m,g,c,0.118393,2.85,13.49,32.27,32.42,17.32,1.56,0.09,0.0,عَبْدُالْكَرِيم,عبد الكريم (الكريم من أسماء الله),Servant of the Generous,عبدالكريم|عبدالكربم,Abdelkarim|Abdulkarim|Abd al-Karim,v0.1.x
عزت,Ezzat,m,n,g,c,0.118139,3.98,41.71,44.59,7.83,1.45,0.41,0.02,0.02,عِزَّت,العِزّة؛ الشرف والمنعة,Might; honor,عزت,Ezzat|Izzat,v0.1.x
جاد,Gad,m,n,g,c,0.117212,0.61,5.88,19.75,36.83,32.73,3.95,0.23,0.02,جَاد,الجادّ؛ ذو الجِدّ,Earnest; serious,جاد,Gad|Jad,v0.1.x
عبدالمقصود,Abdelmaksoud,m,m,g,c,0.116268,0.37,6.16,22.53,53.5,16.8,0.63,0.01,0.0,عَبْدُالْمَقْصُود,عبد المقصود (المقصود من صفات الله),Servant of the Intended/Desired One,عبدالمقصود|عبداالمقصود|عبدالقصود,Abdelmaksoud|Abdelmaqsoud|Abdulmaqsud|Abd al-Maqsud,v0.1.x
شروق,Shorouk,f,n,g,c,0.115396,99.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,شُرُوق,شروق الشمس؛ الطلوع,Sunrise,شروق,Shorouk|Shorouq|Shurooq,v0.1.x
عامر,Amer,m,n,g,c,0.115078,3.11,17.36,13.12,18.27,38.82,8.79,0.53,0.01,عَامِر,العامر؛ المعمور المزدهر,Prosperous; inhabited/flourishing,عامر,Amer|Aamir,v0.1.x
ماهر,Maher,m,n,g,c,0.111826,5.1,58.75,29.88,5.84,0.37,0.07,0.0,0.0,مَاهِر,الماهر؛ الحاذق,Skilled; adept,ماهر|ماهير,Maher|Mahir,v0.1.x
مروان,Marwan,m,m,g,c,0.110672,91.0,5.48,1.26,1.16,0.89,0.2,0.01,0.0,مَرْوَان,حجر أبيض صلب / اسم علم عربي قديم,Flint-like white stone; early Arabic name,مروان,Marwan|Maruan,v0.1.x
أبوزيد,Abuzeid,m,n,f,c,0.110618,0.51,6.52,19.13,35.5,33.88,4.32,0.12,0.02,أَبُوزَيْد,كنية: أبو زيد,Kunya: father of Zayd,أبوزيد|آبوزيد|ابؤزيد|ابوزيد,Abuzeid|Abu Zeid|Abouzeid,v0.1.x
مسعد,Mesaad,m,n,g,c,0.109319,1.91,35.85,35.71,19.73,6.33,0.42,0.05,0.01,مَسْعَد,المُسعَد؛ ذو السعادة,Made happy; fortunate,مسعد,Mesaad|Mosaad|Musaad,v0.1.x
عبدالخالق,Abdelkhalek,m,m,g,c,0.104614,2.0,10.3,32.46,39.07,14.87,1.22,0.09,0.0,عَبْدُالْخَالِق,عبد الخالق (الخالق من أسماء الله),Servant of the Creator,عبدالخالق,Abdelkhalek|Abdelkhaliq|Abdulkhalik|Abd al-Khaliq,v0.1.x
بدوي,Badawy,n,n,f,c,0.102688,0.5,14.38,19.64,25.65,33.13,6.3,0.4,0.0,بَدَوِي,منسوب إلى البدو؛ البدوي,Bedouin; of the desert Arabs,بدوي|بدوى,Badawy|Badawi,v0.1.x
حافظ,Hafez,m,m,g,c,0.102552,0.94,8.7,22.55,52.13,14.83,0.77,0.07,0.01,حَافِظ,الحافظ؛ الحارس,Guardian; memorizer/preserver,حافظ|حافط,Hafez|Hafiz,v0.1.x
حسانين,Hassanein,m,m,g,c,0.102016,0.3,5.33,16.61,34.53,39.49,3.6,0.13,0.01,حَسَّانَيْن,مثنى/تصغير حسّان؛ الحسَنان,Dual/diminutive related to Hasan/Hassan,حسانين,Hassanein|Hassanin|Hasanein,v0.1.x
جلال,Galal,m,m,g,c,0.101171,4.7,21.86,51.04,16.39,4.88,1.06,0.06,0.0,جَلَال,الجلال؛ العظمة,Majesty; glory,جلال,Galal|Jalal,v0.1.x
أميرة,Amira,f,n,g,c,0.10088,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,أَمِيرَة,الأميرة؛ ذات الإمارة,Princess; female ruler,أميرة|آميرة|آميره|أميره|اميرة|اميره,Amira|Ameera,v0.1.x
هاشم,Hashem,m,m,g,c,0.099709,3.07,15.4,30.92,34.29,13.86,2.25,0.2,0.01,هَاشِم,الهاشم؛ كاسر الخبز للضيافة (معنى لغوي تقليدي),One who breaks bread (traditional sense); Hashim,هاشم,Hashem|Hashim,v0.1.x
إمام,Emam,m,m,g,c,0.099309,1.67,9.88,23.55,40.31,22.69,1.77,0.13,0.0,إِمَام,الإمام؛ القدوة والمقدَّم,Leader; imam,إمام|آمام|أمام|إيمام|امام,Emam|Imam,v0.1.x
فارس,Fares,m,n,g,c,0.099073,73.2,10.81,7.59,5.01,2.85,0.52,0.01,0.01,فَارِس,الفارس؛ راكب الخيل,Horseman; knight,فارس,Fares|Faris,v0.1.x
يونس,Younes,m,n,g,c,0.098164,2.92,7.31,23.78,32.37,29.06,4.24,0.29,0.03,يُونُس,اسم علم توراتي/قرآني للنبي يونس,Jonah; the Biblical/Qur'anic prophet's name,يونس|يؤنس,Younes|Younis|Yunus,v0.1.x
شوقي,Shawky,m,n,g,c,0.096865,3.14,18.63,62.45,14.57,1.02,0.18,0.0,0.0,شَوْقِي,منسوب إلى الشوق,Related to longing,شوقي|شوقى,Shawky|Shawqi,v0.1.x
جرجس,Gerges,m,c,g,c,0.09563,7.28,21.89,18.64,26.14,25.46,0.59,0.01,0.0,جِرْجِس,من اليونانية جورجيوس: فلاح / عامل الأرض,Farmer (from Greek Georgios,جرجس,Gerges|Girgis|Guirguis,v0.1.x
بيومي,Bayoumi,n,n,f,c,0.094831,0.22,5.63,18.23,42.48,30.5,2.83,0.11,0.0,بَيُّومِي,منسوب إلى اليوم (عرف تسمية مرتبط بيوم المولد/العيد),Related to the day (traditionally a feast/mawlid birth day,بيومي|بيومى,Bayoumi|Bayumi|Baioumy,v0.1.x
شيماء,Shaimaa,f,m,g,c,0.094495,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,شَيْمَاء,ذات الشامة؛ الحسناء ذات العلامة (معنى لغوي تقليدي),One with a beauty mark (traditional sense,شيماء,Shaimaa|Shaima|Shaymaa,v0.1.x
أدهم,Adham,m,m,g,c,0.093877,91.6,6.78,1.11,0.36,0.09,0.06,0.0,0.0,أَدْهَم,الأدهم؛ الأسود / شديد السواد,Black; dark-colored,أدهم|آدهم|ادهم,Adham,v0.1.x
خلف,Khalaf,m,n,g,c,0.093759,0.73,21.89,43.63,20.83,10.72,2.1,0.11,0.0,خَلَف,الخَلَف؛ العَقِب من الولد,Successor; offspring,خلف,Khalaf,v0.1.x
خميس,Khamis,m,n,g,c,0.093387,0.59,27.3,35.83,18.45,15.94,1.8,0.08,0.0,خَمِيس,يوم الخميس؛ المولود يوم الخميس (عرف),Thursday; traditionally a child born on Thursday,خميس,Khamis|Khamees,v0.1.x
مي,Mai,f,n,g,c,0.093287,99.89,0.01,0.0,0.02,0.03,0.04,0.01,0.0,مَي,ماء / اسم علم نسائي قصير,Water; short feminine given name,مي|مى,Mai|May|Mei|Mee,v0.1.x
عبدالعليم,Abdelalim,m,m,g,c,0.092533,1.52,11.37,38.65,41.4,6.92,0.14,0.01,0.0,عَبْدُالْعَلِيم,عبد العليم (العليم من أسماء الله),Servant of the All-Knowing,عبدالعليم|عبدالعلبم|عبدالعلىم,Abdelalim|Abdulalim|Abd al-Alim,v0.1.x
زكريا,Zakaria,m,n,g,c,0.09246,4.24,29.14,51.34,13.38,1.78,0.12,0.0,0.0,زَكَرِيَّا,اسم علم توراتي/قرآني للنبي زكريا,Zechariah; the Biblical/Qur'anic prophet's name,زكريا|زكاريا|زكربا,Zakaria|Zakariya|Zacharia,v0.1.x
عمار,Ammar,m,m,g,c,0.092278,63.83,6.53,4.47,7.31,14.82,2.93,0.11,0.0,عَمَّار,العمّار؛ طويل العمر / معمِّر,Long-lived; builder/colonizer,عمار,Ammar|Amar,v0.1.x
بدر,Badr,m,m,g,c,0.090534,15.3,15.49,17.54,17.16,28.8,5.36,0.34,0.02,بَدْر,البدر؛ القمر الكامل,Full moon,بدر,Badr|Bader,v0.1.x
محسن,Mohsen,m,m,g,c,0.088427,4.87,66.69,20.31,4.24,3.23,0.65,0.02,0.0,مُحْسِن,المحسن؛ فاعل الإحسان,Beneficent; doer of good,محسن,Mohsen|Muhsin,v0.1.x
مازن,Mazen,m,m,g,c,0.087982,93.26,3.39,1.21,0.91,1.13,0.11,0.0,0.0,مَازِن,مازن الغمام؛ سحاب ذو مطر (معنى لغوي تقليدي),Rain cloud (traditional lexical sense,مازن|مأزن,Mazen|Mazin,v0.1.x
الدسوقي,Eldesouky,n,m,f,c,0.087028,0.24,7.46,20.16,44.88,23.84,3.28,0.14,0.0,الدُّسُوقِي,منسوب إلى دسوق (مصر),From Desouk (Egypt,الدسوقي|الدسوقى,Eldesouky|El-Desouky|Aldusouqi|Desouky,v0.1.x
رضوان,Radwan,m,m,g,c,0.086656,2.13,9.87,17.1,30.09,35.43,5.14,0.22,0.02,رِضْوَان,الرضوان؛ رضا الله الأعظم,Divine good pleasure; contentment,رضوان,Radwan|Ridwan,v0.1.x
عبدالتواب,Abdeltawab,m,m,g,c,0.086265,1.12,14.58,43.76,35.17,5.09,0.24,0.04,0.0,عَبْدُالتَّوَّاب,عبد التواب (التواب من أسماء الله),Servant of the Accepter of repentance,عبدالتواب|عبداالتواب|عبدالتو|عبدالتوب,Abdeltawab|Abdultawab|Abd al-Tawwab,v0.1.x
سيف,Seif,m,n,g,c,0.086111,74.23,3.81,5.26,9.44,5.97,1.22,0.06,0.0,سَيْف,السيف,Sword,سيف,Seif|Saif,v0.1.x
عبدالغفار,Abdelghaffar,m,m,g,c,0.085366,1.29,9.41,30.61,45.5,12.52,0.67,0.0,0.0,عَبْدُالْغَفَّار,عبد الغفار (الغفار من أسماء الله),Servant of the All-Forgiving,عبدالغفار|عبدالعفار|عبدالغقار|عبدالفغار,Abdelghaffar|Abdelghafar|Abdulghaffar|Abd al-Ghaffar,v0.1.x
مختار,Mokhtar,m,m,g,c,0.085348,4.34,30.07,41.98,19.86,3.48,0.27,0.01,0.0,مُخْتَار,المختار؛ المصطفى,The chosen one,مختار,Mokhtar|Mukhtar,v0.1.x
زينب,Zainab,f,m,g,c,0.085093,99.89,0.0,0.0,0.0,0.11,0.0,0.0,0.0,زَيْنَب,اسم علم عربي قديم,Zaynab; early Arabic feminine name,زينب|زبنب,Zainab|Zeinab|Zaynab,v0.1.x
حازم,Hazem,m,n,g,c,0.084794,51.13,46.82,1.62,0.37,0.03,0.02,0.0,0.0,حَازِم,الحازم؛ القاطع في الأمر,Resolute; firm,حازم,Hazem|Hazim,v0.1.x
عبدالسميع,Abdelsamie,m,m,g,c,0.083159,0.52,7.98,39.25,43.03,8.75,0.47,0.0,0.0,عَبْدُالسَّمِيع,عبد السميع (السميع من أسماء الله),Servant of the All-Hearing,عبدالسميع|عبداالسميع|عبدالسيمع,Abdelsamie|Abdelsami|Abdulsami|Abd al-Sami,v0.1.x
عبدالستار,Abdelsattar,m,m,g,c,0.082632,1.4,13.83,55.55,26.31,2.76,0.16,0.0,0.0,عَبْدُالسَّتَّار,عبد الستار (الستار من صفات الله),Servant of the Veiler,عبدالستار|عبداالستار|عبدالسار,Abdelsattar|Abdulsattar|Abd al-Sattar,v0.1.x
جودة,Gouda,m,n,g,c,0.082477,0.8,9.58,34.68,34.49,17.59,2.72,0.12,0.01,جَوْدَة,الجودة؛ الإتقان,Quality; excellence,جودة|جوده,Gouda|Gawda|Judeh,v0.1.x
حمزة,Hamza,m,m,g,c,0.082359,49.54,6.85,14.89,16.06,10.57,1.94,0.14,0.01,حَمْزَة,الأسد (معنى لغوي تقليدي),Lion (traditional lexical sense,حمزة|حمزه,Hamza|Hamzah,v0.1.x
رشاد,Rashad,m,n,g,c,0.081969,2.67,16.25,50.8,25.2,4.57,0.52,0.0,0.0,رَشَاد,الرشاد؛ الهداية والصواب,Right guidance; rectitude,رشاد,Rashad,v0.1.x
عبدالحكيم,Abdelhakim,m,m,g,c,0.081051,2.82,18.95,38.18,36.25,3.64,0.15,0.0,0.0,عَبْدُالْحَكِيم,عبد الحكيم (الحكيم من أسماء الله),Servant of the Wise,عبدالحكيم|عبداالحكيم|عبدالحكبم,Abdelhakim|Abdulhakim|Abd al-Hakim,v0.1.x
بسيوني,Bassiouny,n,n,f,c,0.080851,0.69,10.83,27.77,36.57,21.51,2.39,0.2,0.03,بِسْيُونِي,منسوب إلى بسيون (مصر),From Basyoun (Egypt,بسيوني|بسيونى,Bassiouny|Basyouni|Basiouny,v0.1.x
بسنت,Basant,f,n,g,c,0.080706,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,بَسَنْت,من الفارسية: الربيع / عيد الربيع,Spring (from Persian Basant,بسنت,Basant|Bassant,v0.1.x
حسنين,Hassanein,m,m,g,c,0.078817,0.15,4.82,16.7,33.04,41.17,3.93,0.17,0.02,حَسَنَيْن,مثنى حسن؛ الحسنان,Dual of Hasan; the two Hasans,حسنين|حسنيين,Hassanein|Hassanin|Hasanyeen|Hasaniyin,v0.1.x
فرح,Farah,f,n,g,c,0.07799,89.97,1.58,2.31,3.02,2.48,0.58,0.06,0.0,فَرَح,الفرح؛ السرور,Joy; happiness,فرح,Farah,v0.1.x
محروس,Mahrous,m,n,g,c,0.077363,0.81,22.97,43.0,25.02,7.62,0.57,0.01,0.0,مَحْرُوس,المحروس؛ المحفوظ,Guarded; protected,محروس|محروص,Mahrous|Mahrus|Mahroos,v0.1.x
عبدالواحد,Abdelwahed,m,m,g,c,0.076519,1.18,7.72,25.99,39.17,24.34,1.47,0.14,0.0,عَبْدُالْوَاحِد,عبد الواحد (الواحد من أسماء الله),Servant of the One,عبدالواحد|عبدالوحد,Abdelwahed|Abdelwahid|Abdulwahid|Abd al-Wahid,v0.1.x
رفعت,Refaat,m,n,g,c,0.076491,3.19,38.75,46.51,10.24,1.01,0.28,0.01,0.0,رِفْعَت,الرفعة؛ العلو,Elevation; high rank,رفعت|رفغت,Refaat|Rifat|Refat,v0.1.x
مبروك,Mabrouk,m,n,g,c,0.075356,0.46,16.44,29.88,29.56,22.09,1.54,0.0,0.02,مَبْرُوك,المبروك؛ المبارك,Blessed; congratulated,مبروك,Mabrouk|Mabruk,v0.1.x
قطب,Kotb,m,m,g,c,0.075211,0.33,8.09,25.43,41.33,23.35,1.4,0.07,0.0,قُطْب,القطب؛ السيد المقدَّم / قطب الرحى,Axis; foremost leader (traditional sense,قطب,Kotb|Qutb|Kutb,v0.1.x
الشحات,Elshahat,m,n,f,c,0.075111,0.16,16.97,42.81,26.12,12.08,1.79,0.07,0.0,الشَّحَّات,الشحّات؛ المتسوّل (لقب مهني),Beggar (occupational nickname,الشحات,Elshahat|El-Shahat|Alshahat,v0.1.x
